Targets,Scenarios,Type of investment,Investment category,Year,Amount
Target B1,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 7,33.27
Target B1,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 8,16.18
Target B1,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 9,33.27
Target B1,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 10,16.18
Target B1,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,BAU,0
Target B1,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 1,194.08
Target B1,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 2,26.36
Target B1,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 3,43.44
Target B1,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 4,26.36
Target B1,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 5,43.44
Target B1,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 6,24.45
Target B1,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 7,41.53
Target B1,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 8,24.45
Target B1,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 9,41.53
Target B1,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 10,24.45
Target B1,Scenario 2,Labor costs percent increase,Individual farmer costs,BAU,0
Target B1,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 1,11
Target B1,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 2,3.2
Target B1,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 3,3.2
Target B1,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 4,3.2
Target B1,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 5,3.2
Target B1,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 6,3.2
Target B1,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 7,3.2
Target B1,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 8,3.2
Target B1,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 9,3.2
Target B1,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 10,3.2
Target B1,Scenario 2,Input costs percent increase,Individual farmer costs,BAU,0
Target B1,Scenario 2,Input costs percent increase,Individual farmer costs,Year 1,21.4
Target B1,Scenario 2,Input costs percent increase,Individual farmer costs,Year 2,4.4
Target B1,Scenario 2,Input costs percent increase,Individual farmer costs,Year 3,12.2
Target B1,Scenario 2,Input costs percent increase,Individual farmer costs,Year 4,4.4
Target B1,Scenario 2,Input costs percent increase,Individual farmer costs,Year 5,12.2
Target B1,Scenario 2,Input costs percent increase,Individual farmer costs,Year 6,4.4
Target B1,Scenario 2,Input costs percent increase,Individual farmer costs,Year 7,12.2
Target B1,Scenario 2,Input costs percent increase,Individual farmer costs,Year 8,4.4
Target B1,Scenario 2,Input costs percent increase,Individual farmer costs,Year 9,12.2
Target B1,Scenario 2,Input costs percent increase,Individual farmer costs,Year 10,4.4
Target B1,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,BAU,0
Target B1,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 1,16.3
Target B1,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 2,3.8
Target B1,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 3,7.8
Target B1,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 4,3.8
Target B1,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 5,7.8
Target B1,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 6,3.8
Target B1,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 7,7.8
Target B1,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 8,3.8
Target B1,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 9,7.8
Target B1,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 10,3.8
Target B1,Scenario 3,Labor costs percent increase,Individual farmer costs,BAU,0
Target B1,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 1,13.3
Target B1,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 2,0.7
Target B1,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 3,0.7
Target B1,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 4,0.7
Target B1,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 5,0.7
Target B1,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 6,0.7
Target B1,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 7,0.7
Target B1,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 8,0.7
Target B1,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 9,0.7
Target B1,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 10,0.7
Target B1,Scenario 3,Input costs percent increase,Individual farmer costs,BAU,0
Target B1,Scenario 3,Input costs percent increase,Individual farmer costs,Year 1,44.4
Target B1,Scenario 3,Input costs percent increase,Individual farmer costs,Year 2,3.9
Target B1,Scenario 3,Input costs percent increase,Individual farmer costs,Year 3,3.9
Target B1,Scenario 3,Input costs percent increase,Individual farmer costs,Year 4,3.9
Target B1,Scenario 3,Input costs percent increase,Individual farmer costs,Year 5,3.9
Target B1,Scenario 3,Input costs percent increase,Individual farmer costs,Year 6,3.1
Target B1,Scenario 3,Input costs percent increase,Individual farmer costs,Year 7,3.1
Target B1,Scenario 3,Input costs percent increase,Individual farmer costs,Year 8,3.1
Target B1,Scenario 3,Input costs percent increase,Individual farmer costs,Year 9,3.1
Target B1,Scenario 3,Input costs percent increase,Individual farmer costs,Year 10,3.1
Target B1,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,BAU,0
Target B1,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 1,29.1
Target B1,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 2,2.4
Target B1,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 3,2.4
Target B1,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 4,2.4
Target B1,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 5,2.4
Target B1,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 6,1.9
Target B1,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 7,1.9
Target B1,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 8,1.9
Target B1,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 9,1.9
Target B1,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 10,1.9
Target B1,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,BAU,0
Target B1,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 1,12.2
Target B1,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 2,2
Target B1,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 3,2
Target B1,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 4,2
Target B1,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 5,2
Target B1,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 6,2
Target B1,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 7,2
Target B1,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 8,2
Target B1,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 9,2
Target B1,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 10,2
Target B1,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,BAU,0
Target B1,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 1,32.9
Target B1,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 2,4.2
Target B1,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 3,8.1
Target B1,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 4,4.2
Target B1,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 5,8.1
Target B1,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 6,3.7
Target B1,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 7,7.7
Target B1,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 8,3.7
Target B1,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 9,7.7
Target B1,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 10,3.7
Target B1,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,BAU,0
Target B1,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 1,22.7
Target B1,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 2,3.1
Target B1,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 3,5.1
Target B1,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 4,3.1
Target B1,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 5,5.1
Target B1,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 6,2.9
Target B1,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 7,4.9
Target B1,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 8,2.9
Target B1,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 9,4.9
Target B1,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 10,2.9
Target B1,BAU,Gross value of annual crops of USD,Individual farmer costs,BAU,0
Target B1,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 1,1893.5
Target B1,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 2,1893.5
Target B1,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 3,1893.5
Target B1,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 4,1893.5
Target B1,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 5,1893.5
Target B1,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 6,1893.5
Target B1,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 7,1893.5
Target B1,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 8,1893.5
Target B1,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 9,1893.5
Target B1,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 10,1893.5
Target B1,BAU,Gross value of perrenial crops of USD,Individual farmer costs,BAU,0
Target B1,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 1,0
Target B1,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 2,0
Target B1,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 3,0
Target B1,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 4,0
Target B1,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 5,0
Target B1,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 6,0
Target B1,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 7,0
Target B1,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 8,0
Target B1,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 9,0
Target B1,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 10,0
Target B1,BAU,Gross value of tree species USD,Individual farmer costs,BAU,0
Target B1,BAU,Gross value of tree species USD,Individual farmer costs,Year 1,1.41
Target B1,BAU,Gross value of tree species USD,Individual farmer costs,Year 2,1.41
Target B1,BAU,Gross value of tree species USD,Individual farmer costs,Year 3,1.41
Target B1,BAU,Gross value of tree species USD,Individual farmer costs,Year 4,1.41
Target B1,BAU,Gross value of tree species USD,Individual farmer costs,Year 5,1.41
Target B1,BAU,Gross value of tree species USD,Individual farmer costs,Year 6,1.41
Target B1,BAU,Gross value of tree species USD,Individual farmer costs,Year 7,1.41
Target B1,BAU,Gross value of tree species USD,Individual farmer costs,Year 8,1.41
Target B1,BAU,Gross value of tree species USD,Individual farmer costs,Year 9,1.41
Target B1,BAU,Gross value of tree species USD,Individual farmer costs,Year 10,1.41
Target B1,BAU,Total gross value,Individual farmer costs,BAU,0
Target B1,BAU,Total gross value,Individual farmer costs,Year 1,1894.9
Target B1,BAU,Total gross value,Individual farmer costs,Year 2,1894.9
Target B1,BAU,Total gross value,Individual farmer costs,Year 3,1894.9
Target B1,BAU,Total gross value,Individual farmer costs,Year 4,1894.9
Target B1,BAU,Total gross value,Individual farmer costs,Year 5,1894.9
Target B1,BAU,Total gross value,Individual farmer costs,Year 6,1894.9
Target B1,BAU,Total gross value,Individual farmer costs,Year 7,1894.9
Target B1,BAU,Total gross value,Individual farmer costs,Year 8,1894.9
Target B1,BAU,Total gross value,Individual farmer costs,Year 9,1894.9
Target B1,BAU,Total gross value,Individual farmer costs,Year 10,1894.9
Target B1,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,BAU,0
Target B1,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 1,1893.5
Target B1,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 2,1893.5
Target B1,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 3,1893.5
Target B1,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 4,1893.5
Target B1,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 5,1893.5
Target B1,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 6,1893.5
Target B1,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 7,1893.5
Target B1,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 8,1893.5
Target B1,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 9,1893.5
Target B1,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 10,1893.5
Target B1,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,BAU,0
Target B1,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 1,0
Target B1,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 2,0
Target B1,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 3,0
Target B1,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 4,0
Target B1,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 5,0
Target B1,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 6,0
Target B1,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 7,0
Target B1,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 8,0
Target B1,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 9,0
Target B1,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 10,0
Target B1,Scenario 2,Gross value of tree species USD,Individual farmer costs,BAU,0
Target B1,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 1,1266.08
Target B1,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 2,1012.86
Target B1,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 3,1266.08
Target B1,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 4,1012.86
Target B1,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 5,1266.08
Target B1,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 6,1012.86
Target B1,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 7,1266.08
Target B1,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 8,1012.86
Target B1,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 9,1266.08
Target B1,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 10,1012.86
Target B1,Scenario 2,Total gross value,Individual farmer costs,BAU,0
Target B1,Scenario 2,Total gross value,Individual farmer costs,Year 1,3159.57
Target B1,Scenario 2,Total gross value,Individual farmer costs,Year 2,2906.36
Target B1,Scenario 2,Total gross value,Individual farmer costs,Year 3,3159.57
Target B1,Scenario 2,Total gross value,Individual farmer costs,Year 4,2906.36
Target B1,Scenario 2,Total gross value,Individual farmer costs,Year 5,3159.57
Target B1,Scenario 2,Total gross value,Individual farmer costs,Year 6,2906.36
Target B1,Scenario 2,Total gross value,Individual farmer costs,Year 7,3159.57
Target B1,Scenario 2,Total gross value,Individual farmer costs,Year 8,2906.36
Target B1,Scenario 2,Total gross value,Individual farmer costs,Year 9,3159.57
Target B1,Scenario 2,Total gross value,Individual farmer costs,Year 10,2906.36
Target B1,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,BAU,0
Target B1,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 1,1893.5
Target B1,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 2,1893.5
Target B1,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 3,1893.5
Target B1,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 4,1893.5
Target B1,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 5,1893.5
Target B1,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 6,1893.5
Target B1,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 7,1893.5
Target B1,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 8,1893.5
Target B1,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 9,1893.5
Target B1,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 10,1893.5
Target B1,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,BAU,0
Target B1,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 1,0
Target B1,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 2,0
Target B1,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 3,0
Target B1,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 4,0
Target B1,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 5,0
Target B1,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 6,0
Target B1,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 7,0
Target B1,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 8,0
Target B1,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 9,0
Target B1,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 10,0
Target B1,Scenario 3,Gross value of tree species USD,Individual farmer costs,BAU,0
Target B1,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 1,0
Target B1,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 2,0
Target B1,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 3,0
Target B1,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 4,0
Target B1,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 5,1296.14
Target B1,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 6,518.46
Target B1,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 7,129.61
Target B1,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 8,518.46
Target B1,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 9,129.61
Target B1,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 10,518.46
Target B1,Scenario 3,Total gross value,Individual farmer costs,BAU,0
Target B1,Scenario 3,Total gross value,Individual farmer costs,Year 1,1893.5
Target B1,Scenario 3,Total gross value,Individual farmer costs,Year 2,1893.5
Target B1,Scenario 3,Total gross value,Individual farmer costs,Year 3,1893.5
Target B1,Scenario 3,Total gross value,Individual farmer costs,Year 4,1893.5
Target B1,Scenario 3,Total gross value,Individual farmer costs,Year 5,3189.63
Target B1,Scenario 3,Total gross value,Individual farmer costs,Year 6,2411.95
Target B1,Scenario 3,Total gross value,Individual farmer costs,Year 7,2023.11
Target B1,Scenario 3,Total gross value,Individual farmer costs,Year 8,2411.95
Target B1,Scenario 3,Total gross value,Individual farmer costs,Year 9,2023.11
Target B1,Scenario 3,Total gross value,Individual farmer costs,Year 10,2411.95
Target B1,BAU,Net values to farmers in USD/Ha,Individual farmer costs,BAU,0
Target B1,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 1,1039.35
Target B1,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 2,1039.35
Target B1,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 3,1039.35
Target B1,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 4,1039.35
Target B1,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 5,1039.35
Target B1,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 6,1039.35
Target B1,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 7,1039.35
Target B1,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 8,1039.35
Target B1,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 9,1039.35
Target B1,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 10,1039.35
Target B1,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target B1,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 1,1039.35
Target B1,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 2,951.78
Target B1,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 3,871.6
Target B1,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 4,798.17
Target B1,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 5,730.92
Target B1,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 6,669.34
Target B1,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 7,612.95
Target B1,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 8,561.31
Target B1,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 9,514.02
Target B1,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 10,431.06
Target B1,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,BAU,0
Target B1,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 1,0.65
Target B1,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 2,0.59
Target B1,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 3,0.54
Target B1,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 4,0.5
Target B1,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 5,0.45
Target B1,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 6,0.42
Target B1,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 7,0.38
Target B1,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 8,0.35
Target B1,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 9,0.32
Target B1,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 10,0.27
Target B1,BAU,Benefit cost ratio,Individual farmer costs,BAU,0
Target B1,BAU,Benefit cost ratio,Individual farmer costs,Year 1,2.21
Target B1,BAU,Benefit cost ratio,Individual farmer costs,Year 2,2.21
Target B1,BAU,Benefit cost ratio,Individual farmer costs,Year 3,2.21
Target B1,BAU,Benefit cost ratio,Individual farmer costs,Year 4,2.21
Target B1,BAU,Benefit cost ratio,Individual farmer costs,Year 5,2.21
Target B1,BAU,Benefit cost ratio,Individual farmer costs,Year 6,2.21
Target B1,BAU,Benefit cost ratio,Individual farmer costs,Year 7,2.21
Target B1,BAU,Benefit cost ratio,Individual farmer costs,Year 8,2.21
Target B1,BAU,Benefit cost ratio,Individual farmer costs,Year 9,2.21
Target B1,BAU,Benefit cost ratio,Individual farmer costs,Year 10,2.21
Target B1,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,BAU,0
Target B1,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 1,2164.94
Target B1,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 2,2018.23
Target B1,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 3,2237.29
Target B1,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 4,2018.23
Target B1,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 5,2237.29
Target B1,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 6,2018.23
Target B1,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 7,2237.29
Target B1,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 8,2018.23
Target B1,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 9,2237.29
Target B1,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 10,2018.23
Target B1,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target B1,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 1,2164.94
Target B1,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 2,1848.2
Target B1,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 3,1876.19
Target B1,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 4,1549.9
Target B1,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 5,1573.37
Target B1,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 6,1299.74
Target B1,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 7,1319.43
Target B1,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 8,1089.97
Target B1,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 9,1106.47
Target B1,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 10,914.04
Target B1,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,BAU,0
Target B1,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 1,1.34
Target B1,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 2,1.15
Target B1,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 3,1.17
Target B1,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 4,0.96
Target B1,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 5,0.98
Target B1,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 6,0.81
Target B1,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 7,0.82
Target B1,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 8,0.68
Target B1,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 9,0.69
Target B1,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 10,0.57
Target B1,Scenario 2,Benefit cost ratio,Individual farmer costs,BAU,0
